Ride ID,Request Time,Pickup Location,Latitude Pickup,Longitude Pickup,Dropoff Location,Latitude Dropoff,Longtitude Dropoff,Ride Distance (in miles),Fare Amount (in $),Payment Method,Driver ID,Vehicle Type,Traffic Condition,Peak Hours,Day of Week,Public Holiday,User Rating
555,2-26-24 20:04,"51.664402,135.835188",51.664402,135.835188,"-72.38143,116.294581",-72.38143,116.294581,654.7749089,85.48,Visa,WT5241,Sedan,Medium,No,Sunday,Yes,4
556,9-1-23 12:22,"-27.088035,179.26599",-27.088035,179.26599,"2.413229,73.632397",2.413229,73.632397,7393.739248,759.37,PayPal,EV6255,SUV,Low,No,Friday,No,5
557,6-26-24 1:42,"21.795602,-58.561482",21.795602,-58.561482,"-32.345411,-179.327793",-32.345411,-179.327793,9417.474975,961.75,Apple Pay,BL8901,Motorcycle,High,Yes,Friday,Yes,2
558,11-22-23 11:29,"-78.338455,91.102329",-78.338455,91.102329,"-84.403544,152.965384",-84.403544,152.965384,11588.31633,1178.83,Apple Pay,WC2125,Motorcycle,High,Yes,Saturday,Yes,2
559,8-20-23 20:03,"-0.897105,116.700403",-0.897105,116.700403,"16.046938,-153.671348",16.046938,-153.671348,4467.500998,466.75,Debit Card,ZV7302,Bus,Medium,No,Monday,No,4
560,6-26-22 12:12,"19.724177,-22.623177",19.724177,-22.623177,"39.072232,-18.979949",39.072232,-18.979949,4887.560667,508.76,Apple Pay,IU4359,Sedan,Medium,No,Tuesday,Yes,1
561,12-19-24 12:46,"-69.193736,175.267438",-69.193736,175.267438,"14.888027,-27.612406",14.888027,-27.612406,7584.30452,778.43,Visa,VS3146,SUV,High,Yes,Friday,Yes,1
562,9-15-24 4:04,"-30.413377,177.422318",-30.413377,177.422318,"25.008485,154.876235",25.008485,154.876235,4009.691155,420.97,Apple Pay,UK0781,Motorcycle,Medium,No,Friday,Yes,3
563,2-16-23 8:43,"54.589984,-2.536708",54.589984,-2.536708,"-42.058401,153.294756",-42.058401,153.294756,8738.124631,893.81,PayPal,VY8591,Motorcycle,Medium,Yes,Monday,No,1
564,8-22-22 23:13,"49.079816,-28.037534",49.079816,-28.037534,"-37.518986,-18.58905",-37.518986,-18.58905,5455.167605,565.52,PayPal,OL0431,Motorcycle,High,Yes,Sunday,No,2
565,10-23-22 3:19,"-32.01418,-38.014947",-32.01418,-38.014947,"-57.901297,-106.412591",-57.901297,-106.412591,2745.392883,294.54,PayPal,PB7553,Bus,Low,No,Tuesday,No,5
566,4-2-23 7:22,"10.153567,175.262562",10.153567,175.262562,"-39.287066,47.985221",-39.287066,47.985221,6345.986408,654.60,Visa,WD0025,Motorcycle,Medium,Yes,Monday,No,1
567,5-31-23 20:39,"20.239021,138.38164",20.239021,138.38164,"-4.346313,79.549851",-4.346313,79.549851,5601.946415,580.19,Apple Pay,WF6898,SUV,Medium,Yes,Tuesday,Yes,4
568,4-3-23 19:37,"-1.767322,-90.984329",-1.767322,-90.984329,"-41.719452,154.431634",-41.719452,154.431634,6031.336303,623.13,PayPal,ST1628,Sedan,High,Yes,Wednesday,Yes,3
569,5-6-23 0:09,"-0.266646,72.135683",-0.266646,72.135683,"-2.15405,-77.000585",-2.15405,-77.000585,5918.563546,611.86,Apple Pay,ND2093,Motorcycle,Low,No,Sunday,Yes,1
570,4-17-24 4:11,"49.08891,40.294373",49.08891,40.294373,"21.007074,-54.89044",21.007074,-54.89044,3619.203868,381.92,Apple Pay,PE1601,Motorcycle,Low,No,Monday,No,5
571,10-3-22 3:50,"-11.016238,-177.632909",-11.016238,-177.632909,"-41.395957,104.490613",-41.395957,104.490613,2413.445041,261.34,Cash,MY0183,Bus,Low,No,Sunday,No,1
572,10-30-22 3:30,"70.230769,90.540332",70.230769,90.540332,"21.303312,122.75937",21.303312,122.75937,1359.063638,155.91,Cash,LI9146,SUV,Low,No,Saturday,Yes,4
573,7-31-24 4:01,"49.593598,-41.589296",49.593598,-41.589296,"-47.483525,106.95805",-47.483525,106.95805,11092.24836,1129.22,Debit Card,KN3614,Bus,High,Yes,Friday,Yes,2
574,1-11-23 20:06,"74.798481,175.160115",74.798481,175.160115,"-37.517566,-121.724882",-37.517566,-121.724882,6000.735302,620.07,PayPal,QC5557,Motorcycle,Low,No,Wednesday,Yes,1
575,10-12-23 10:40,"-25.348889,88.055879",-25.348889,88.055879,"-24.416366,-108.820673",-24.416366,-108.820673,7956.165915,815.62,PayPal,QB0475,Sedan,Low,No,Wednesday,Yes,2
576,11-9-22 13:32,"-24.391036,141.243565",-24.391036,141.243565,"21.064574,-41.502998",21.064574,-41.502998,8696.17945,889.62,Visa,JF5781,SUV,Low,No,Sunday,No,1
577,2-1-23 12:03,"-61.074612,-50.648887",-61.074612,-50.648887,"59.439042,-59.934213",59.439042,-59.934213,4024.147992,422.41,Visa,PJ0098,Motorcycle,Low,Yes,Monday,Yes,3
578,10-21-24 17:40,"24.950855,-149.54027",24.950855,-149.54027,"-60.252248,161.838309",-60.252248,161.838309,4734.795048,493.48,Apple Pay,TU6062,Motorcycle,Low,No,Friday,Yes,4
579,5-10-23 11:16,"-49.899175,125.294084",-49.899175,125.294084,"72.413396,89.796794",72.413396,89.796794,11634.26122,1183.43,Visa,SU5574,Bus,High,No,Friday,Yes,4
580,6-18-23 2:52,"8.408154,-127.647671",8.408154,-127.647671,"42.627448,-94.384154",42.627448,-94.384154,4903.205227,510.32,Debit Card,XM3431,Bus,Medium,Yes,Tuesday,Yes,3
581,11-13-22 3:04,"49.082563,-128.977698",49.082563,-128.977698,"-26.521558,37.16362",-26.521558,37.16362,9698.576143,989.86,PayPal,MP5304,Motorcycle,Medium,Yes,Friday,No,2
582,3-13-24 9:04,"39.593377,-51.137841",39.593377,-51.137841,"75.056222,24.060694",75.056222,24.060694,6983.488812,718.35,Cash,MB0838,SUV,Low,No,Sunday,No,1
583,10-28-22 18:06,"-42.804936,172.495524",-42.804936,172.495524,"58.399616,-137.206414",58.399616,-137.206414,3612.308834,381.23,PayPal,CM0294,SUV,Low,Yes,Friday,No,3
584,8-20-22 6:43,"-23.252235,-27.200682",-23.252235,-27.200682,"-84.023179,-35.808309",-84.023179,-35.808309,3008.076364,320.81,Visa,YS6307,Motorcycle,Medium,No,Friday,No,3
585,7-7-24 19:01,"16.882246,-108.884873",16.882246,-108.884873,"-67.755899,164.513349",-67.755899,164.513349,6556.659925,675.67,Debit Card,YI0069,Sedan,High,No,Saturday,No,5
586,5-18-24 17:49,"51.018635,-64.903163",51.018635,-64.903163,"-41.730353,-18.584179",-41.730353,-18.584179,8105.021983,830.50,Debit Card,HB0111,Bus,Medium,Yes,Sunday,Yes,5
587,12-9-22 23:25,"-68.87521,6.970355",-68.87521,6.970355,"-4.187734,131.90019",-4.187734,131.90019,7723.182369,792.32,Cash,UM6290,Sedan,Low,No,Sunday,No,1
588,8-9-23 8:55,"39.908439,12.459092",39.908439,12.459092,"89.648098,-2.564318",89.648098,-2.564318,5784.411399,598.44,Visa,JI7259,SUV,Medium,Yes,Thursday,Yes,5
589,1-15-23 9:04,"-66.658179,165.913371",-66.658179,165.913371,"-65.590266,-50.509195",-65.590266,-50.509195,8739.424277,893.94,Debit Card,OD9956,Motorcycle,Medium,No,Tuesday,Yes,5
590,11-19-24 5:42,"-66.236971,-102.357898",-66.236971,-102.357898,"-49.174291,-96.304618",-49.174291,-96.304618,2304.299374,250.43,PayPal,VA4095,SUV,Low,Yes,Wednesday,No,2
591,12-16-22 8:14,"-31.604072,-166.902597",-31.604072,-166.902597,"-63.957088,-15.460492",-63.957088,-15.460492,7982.696989,818.27,Cash,LM4650,Sedan,Low,No,Tuesday,Yes,5
592,11-9-24 8:23,"42.160904,-56.335875",42.160904,-56.335875,"85.411542,-140.682295",85.411542,-140.682295,10193.4552,1039.35,Visa,VU8662,Motorcycle,Low,No,Tuesday,Yes,1
593,8-3-24 15:20,"-56.775768,177.725272",-56.775768,177.725272,"-2.236737,-13.216965",-2.236737,-13.216965,8623.146146,882.31,PayPal,LJ3014,Sedan,Medium,Yes,Wednesday,No,2
594,4-20-24 22:45,"48.228632,-172.293023",48.228632,-172.293023,"30.88958,106.724473",30.88958,106.724473,7266.510077,746.65,Cash,FO9210,Bus,Low,Yes,Saturday,No,2
595,4-21-22 21:39,"-26.702351,136.999331",-26.702351,136.999331,"2.879066,-72.942771",2.879066,-72.942771,8140.175112,834.02,PayPal,VG6158,Bus,High,Yes,Friday,No,4
596,9-29-22 3:16,"-77.18611,-62.54139",-77.18611,-62.54139,"-6.597973,-46.099972",-6.597973,-46.099972,1329.340111,152.93,PayPal,BN8328,Bus,Low,No,Sunday,No,4
597,1-1-23 12:09,"-20.229953,50.579459",-20.229953,50.579459,"-21.829012,-122.303428",-21.829012,-122.303428,7742.508658,794.25,Debit Card,CK3989,Sedan,High,Yes,Saturday,No,5
598,10-25-24 7:54,"47.156449,-5.72879",47.156449,-5.72879,"70.245391,-62.445379",70.245391,-62.445379,8439.40968,863.94,Debit Card,NC5084,Sedan,High,Yes,Thursday,Yes,1
599,7-7-23 15:59,"-32.631563,141.243332",-32.631563,141.243332,"76.197822,-26.510591",76.197822,-26.510591,6988.084352,718.81,Cash,KJ5558,SUV,Medium,Yes,Thursday,Yes,4
600,3-5-22 18:42,"-19.174914,26.373057",-19.174914,26.373057,"8.840478,57.657892",8.840478,57.657892,4540.65935,474.07,Visa,YF0760,SUV,High,No,Friday,No,5
601,6-18-23 0:07,"62.794177,-154.104378",62.794177,-154.104378,"-56.54017,-159.910166",-56.54017,-159.910166,7397.338596,759.73,Apple Pay,XK8589,Sedan,Low,No,Saturday,Yes,2
602,6-17-22 19:50,"-49.262973,-156.384895",-49.262973,-156.384895,"-49.438807,64.716569",-49.438807,64.716569,3921.650819,412.17,Cash,HW3881,Motorcycle,Low,No,Thursday,Yes,4
603,3-21-23 0:46,"-59.93094,-164.023136",-59.93094,-164.023136,"73.961333,-20.230104",73.961333,-20.230104,5122.379348,532.24,PayPal,BQ3313,SUV,High,No,Tuesday,No,2
604,11-22-23 17:07,"-48.469759,-103.691597",-48.469759,-103.691597,"82.15388,-27.569848",82.15388,-27.569848,2674.928268,287.49,Visa,VM8005,Sedan,High,No,Thursday,Yes,3
605,8-27-24 4:37,"-42.376111,-149.67637",-42.376111,-149.67637,"-63.942199,171.912545",-63.942199,171.912545,3158.910158,335.89,Apple Pay,YN8713,SUV,Low,Yes,Tuesday,Yes,5
606,7-4-22 3:22,"35.814211,-119.135641",35.814211,-119.135641,"44.613181,5.904889",44.613181,5.904889,10019.5605,1021.96,Visa,VZ6081,Bus,Medium,Yes,Friday,No,4
607,4-12-23 7:10,"-41.210239,54.867749",-41.210239,54.867749,"-13.651045,10.878373",-13.651045,10.878373,6794.684308,699.47,Cash,AV6412,Bus,High,No,Monday,Yes,2
608,2-13-22 5:15,"4.842489,121.120064",4.842489,121.120064,"64.381736,-89.7596",64.381736,-89.7596,3980.653049,418.07,PayPal,DQ6062,SUV,Low,Yes,Saturday,Yes,3
609,12-30-22 22:35,"-63.559815,-74.34522",-63.559815,-74.34522,"7.889648,-124.833602",7.889648,-124.833602,2672.571279,287.26,Cash,OV9678,SUV,Medium,Yes,Friday,No,1
610,6-30-23 7:44,"-44.282921,60.446513",-44.282921,60.446513,"52.152578,169.211676",52.152578,169.211676,9685.696781,988.57,Cash,MW6206,Motorcycle,High,No,Tuesday,Yes,5
611,12-27-24 0:46,"-53.740422,-22.565427",-53.740422,-22.565427,"38.759918,-146.206022",38.759918,-146.206022,7156.663662,735.67,Debit Card,ND4276,SUV,Medium,No,Saturday,Yes,3
612,11-14-23 17:34,"59.440283,10.474768",59.440283,10.474768,"-36.582624,78.422848",-36.582624,78.422848,6435.791932,663.58,Cash,DO4055,Sedan,High,Yes,Sunday,No,1
613,12-8-23 19:37,"42.279852,113.52372",42.279852,113.52372,"-22.864696,-114.918665",-22.864696,-114.918665,3533.612172,373.36,Debit Card,CH0081,Motorcycle,High,Yes,Monday,Yes,3
614,2-14-24 14:25,"21.866994,49.893198",21.866994,49.893198,"0.219152,175.602782",0.219152,175.602782,7471.027293,767.10,Visa,YI3428,SUV,Medium,Yes,Friday,No,2
615,3-7-24 7:12,"6.888387,78.920167",6.888387,78.920167,"-38.283072,-43.254673",-38.283072,-43.254673,4980.209127,518.02,Apple Pay,GA2053,Bus,Medium,No,Tuesday,No,2
616,2-7-24 3:52,"17.005474,-147.811654",17.005474,-147.811654,"-71.390135,-58.13545",-71.390135,-58.13545,11100.8063,1130.08,Cash,MV4428,Motorcycle,High,No,Monday,No,3
617,10-9-22 12:13,"43.492527,29.667224",43.492527,29.667224,"43.419251,-150.506781",43.419251,-150.506781,7305.981891,750.60,PayPal,AT7542,Bus,Low,No,Sunday,No,4
618,9-14-23 2:17,"89.363302,-49.989863",89.363302,-49.989863,"1.017165,141.526516",1.017165,141.526516,9706.793838,990.68,Debit Card,WO7481,Bus,High,Yes,Monday,No,4
619,2-25-22 6:57,"3.014511,-102.476678",3.014511,-102.476678,"80.044333,122.801622",80.044333,122.801622,7055.409507,725.54,Cash,ES9331,Bus,Medium,Yes,Thursday,Yes,5
620,11-4-22 12:08,"-48.020202,54.661684",-48.020202,54.661684,"9.957827,-45.070077",9.957827,-45.070077,7781.973862,798.20,Visa,DG1244,SUV,Low,Yes,Thursday,Yes,4
621,4-18-23 22:15,"71.856454,-123.943612",71.856454,-123.943612,"74.388391,-140.656045",74.388391,-140.656045,8999.239006,919.92,Visa,WL6466,SUV,Low,No,Sunday,No,2
622,1-3-22 0:46,"-29.346,122.089452",-29.346,122.089452,"30.557927,50.315749",30.557927,50.315749,10248.73054,1044.87,Apple Pay,TF0573,SUV,Medium,No,Thursday,Yes,4
623,12-15-23 23:30,"-59.943898,-96.564219",-59.943898,-96.564219,"-17.48819,117.809036",-17.48819,117.809036,1780.555442,198.06,Cash,FR0724,Motorcycle,Low,No,Sunday,Yes,1
624,12-15-23 11:56,"-83.083047,-126.986721",-83.083047,-126.986721,"-34.781,-129.281298",-34.781,-129.281298,2556.539107,275.65,Cash,IO4503,Motorcycle,High,Yes,Sunday,No,4
625,11-23-23 19:33,"-22.8794,53.622262",-22.8794,53.622262,"15.111261,-163.26576",15.111261,-163.26576,10311.61066,1051.16,Cash,OF2422,SUV,Medium,No,Friday,Yes,4
626,6-10-22 22:23,"26.213082,98.933615",26.213082,98.933615,"77.900218,-43.769607",77.900218,-43.769607,4102.294603,430.23,Debit Card,AI9895,Motorcycle,High,No,Saturday,Yes,4
627,9-17-24 6:12,"22.280636,-56.017909",22.280636,-56.017909,"65.797021,43.230004",65.797021,43.230004,5569.728181,576.97,Apple Pay,MI2026,Bus,Medium,Yes,Sunday,No,3
628,9-29-23 19:12,"-81.76576,-138.589846",-81.76576,-138.589846,"-70.490038,156.21402",-70.490038,156.21402,2988.955241,318.90,Cash,QD1098,Bus,Low,No,Wednesday,Yes,3
629,1-4-22 15:24,"-4.751828,88.798409",-4.751828,88.798409,"-4.198913,179.392643",-4.198913,179.392643,6629.986158,683.00,PayPal,NU9217,Motorcycle,Medium,Yes,Thursday,No,1
630,7-25-22 22:12,"-10.729283,56.283885",-10.729283,56.283885,"87.961088,-137.751509",87.961088,-137.751509,8456.794361,865.68,Apple Pay,CN5443,SUV,Medium,Yes,Saturday,No,1
631,7-21-23 22:32,"90.891602,-52.838601",90.891602,-52.838601,"-43.911517,-93.224067",-43.911517,-93.224067,9909.596851,1010.96,Apple Pay,EQ8841,Bus,High,Yes,Friday,Yes,1
632,8-27-24 1:35,"33.74722,44.573073",33.74722,44.573073,"-38.91491,67.348885",-38.91491,67.348885,5324.39653,552.44,Apple Pay,CT2083,Motorcycle,Low,Yes,Tuesday,Yes,3
633,10-5-24 20:50,"51.75728,-142.365759",51.75728,-142.365759,"8.687608,44.794568",8.687608,44.794568,10441.88739,1064.19,Cash,LH0286,Motorcycle,Low,Yes,Wednesday,No,2
634,4-29-24 16:05,"-55.406651,-165.714228",-55.406651,-165.714228,"58.876695,-59.706859",58.876695,-59.706859,4297.963544,449.80,Visa,DJ2294,Motorcycle,High,Yes,Tuesday,No,4
635,7-23-24 23:16,"-64.803586,-47.47174",-64.803586,-47.47174,"-47.408015,-70.717905",-47.408015,-70.717905,1478.131515,167.81,Apple Pay,EU2984,SUV,High,No,Sunday,Yes,1
636,1-23-22 2:27,"-48.037129,121.131407",-48.037129,121.131407,"44.411241,158.52036",44.411241,158.52036,8270.183419,847.02,Apple Pay,IA9296,Motorcycle,Medium,Yes,Thursday,No,3
637,10-21-22 18:35,"-26.348698,-130.215269",-26.348698,-130.215269,"73.093767,52.901934",73.093767,52.901934,7032.545397,723.25,Debit Card,CF9925,Motorcycle,Low,No,Saturday,Yes,3
638,8-21-23 19:03,"-42.795688,-25.621098",-42.795688,-25.621098,"-12.913764,-43.040282",-12.913764,-43.040282,2072.845178,227.28,Cash,DZ6825,Bus,High,No,Monday,No,2
639,10-3-24 15:02,"-76.293114,37.943767",-76.293114,37.943767,"-74.811607,169.937707",-74.811607,169.937707,9163.488068,936.35,Cash,ZF1386,SUV,High,No,Sunday,No,3
640,4-1-22 16:03,"67.709865,147.065809",67.709865,147.065809,"67.752655,-126.113027",67.752655,-126.113027,2466.570161,266.66,PayPal,KF5839,Sedan,Low,No,Friday,No,2
641,9-12-23 15:11,"-16.637044,179.78111",-16.637044,179.78111,"-40.225836,174.595043",-40.225836,174.595043,2641.970785,284.20,Cash,CA9628,Sedan,Low,Yes,Saturday,Yes,3
642,4-2-23 6:52,"55.250671,180.489742",55.250671,180.489742,"-77.009122,111.128797",-77.009122,111.128797,3878.95601,407.90,PayPal,MA8963,Bus,High,No,Thursday,No,5
643,9-12-24 20:52,"89.869571,-16.272848",89.869571,-16.272848,"-71.749161,-99.677699",-71.749161,-99.677699,7335.233817,753.52,Apple Pay,UW4366,Bus,Medium,No,Tuesday,Yes,4
644,9-26-24 13:02,"-12.553384,119.194226",-12.553384,119.194226,"-48.152209,-119.251755",-48.152209,-119.251755,7608.926122,780.89,Visa,LF3872,SUV,Low,Yes,Saturday,No,5
645,12-25-24 13:16,"-85.515007,-89.47425",-85.515007,-89.47425,"-58.88841,-86.606156",-58.88841,-86.606156,278.255232,47.83,Debit Card,BB8557,Motorcycle,Medium,Yes,Monday,No,2
646,3-6-24 2:26,"72.196159,137.132555",72.196159,137.132555,"15.935669,-8.24417",15.935669,-8.24417,4400.569014,460.06,Apple Pay,IW2191,SUV,High,Yes,Monday,Yes,2
647,11-22-23 22:01,"-76.283682,42.525755",-76.283682,42.525755,"-7.089021,-179.506494",-7.089021,-179.506494,10094.10993,1029.41,Visa,MY4058,Bus,Low,No,Saturday,Yes,5
648,5-1-22 22:05,"-73.404146,-53.926969",-73.404146,-53.926969,"62.817598,-178.18353",62.817598,-178.18353,3187.241294,338.72,Debit Card,BB1069,Sedan,Medium,Yes,Tuesday,Yes,3
649,3-3-23 22:12,"30.188133,57.666215",30.188133,57.666215,"49.598043,-150.451771",49.598043,-150.451771,6256.082439,645.61,Visa,HQ2974,SUV,High,No,Wednesday,No,2
650,3-28-24 6:42,"-24.623622,85.581664",-24.623622,85.581664,"-75.373382,117.814992",-75.373382,117.814992,8217.152374,841.72,Debit Card,VI1879,Motorcycle,High,No,Thursday,Yes,1
